hs2022,hs2017,relationship
852990,851410,n:n
852990,851420,n:n
852990,851430,n:n
852990,851440,n:n
852990,851490,n:n
852990,851610,n:n
852990,851621,n:n
852990,851629,n:n
852990,851631,n:n
852990,851632,n:n
852990,851633,n:n
852990,851640,n:n
852990,851650,n:n
852990,851660,n:n
852990,851671,n:n
852990,851672,n:n
852990,851679,n:n
852990,851680,n:n
852990,851690,n:n
852990,851711,n:n
852990,851712,n:n
852990,851718,n:n
852990,851761,n:n
852990,851762,n:n
852990,851769,n:n
852990,851770,n:n
852990,851810,n:n
852990,851821,n:n
852990,851822,n:n
852990,851829,n:n
852990,851830,n:n
852990,851840,n:n
852990,851850,n:n
852990,851890,n:n
852990,852210,n:n
852990,852290,n:n
852990,852910,n:n
852990,852990,n:n
852990,853010,n:n
852990,853080,n:n
852990,853090,n:n
852990,853110,n:n
852990,853120,n:n
852990,853180,n:n
852990,853190,n:n
852990,853810,n:n
852990,853890,n:n
852990,854310,n:n
852990,854320,n:n
852990,854330,n:n
852990,854370,n:n
852990,854390,n:n
852990,854810,n:n
852990,854890,n:n
852990,860711,n:n
852990,860712,n:n
852990,860719,n:n
852990,860721,n:n
852990,860729,n:n
852990,860730,n:n
852990,860791,n:n
852990,860799,n:n
852990,870810,n:n
852990,870821,n:n
852990,870829,n:n
852990,870830,n:n
852990,870840,n:n
852990,870850,n:n
852990,870870,n:n
852990,870880,n:n
852990,870891,n:n
852990,870892,n:n
852990,870893,n:n
852990,870894,n:n
852990,870895,n:n
852990,870899,n:n
852990,871410,n:n
852990,871420,n:n
852990,871491,n:n
852990,871492,n:n
852990,871493,n:n
852990,871494,n:n
852990,871495,n:n
852990,871496,n:n
852990,871499,n:n
852990,871610,n:n
852990,871620,n:n
852990,871631,n:n
852990,871639,n:n
852990,871640,n:n
852990,871680,n:n
852990,871690,n:n
852990,880310,n:n
852990,880320,n:n
852990,880330,n:n
852990,880390,n:n
852990,880510,n:n
852990,880521,n:n
852990,880529,n:n
852990,900510,n:n
852990,900580,n:n
852990,900590,n:n
852990,900630,n:n
852990,900640,n:n
852990,900651,n:n
852990,900652,n:n
852990,900653,n:n
852990,900659,n:n
852990,900661,n:n
852990,900669,n:n
852990,900691,n:n
852990,900699,n:n
852990,900710,n:n
852990,900720,n:n
852990,900791,n:n
852990,900792,n:n
852990,900850,n:n
852990,900890,n:n
852990,901010,n:n
852990,901050,n:n
852990,901060,n:n
852990,901090,n:n
852990,901110,n:n
852990,901120,n:n
852990,901180,n:n
852990,901190,n:n
852990,901210,n:n
852990,901290,n:n
852990,901310,n:n
852990,901320,n:n
852990,901380,n:n
852990,901390,n:n
852990,901410,n:n
852990,901420,n:n
852990,901480,n:n
852990,901490,n:n
852990,901510,n:n
852990,901520,n:n
852990,901530,n:n
852990,901540,n:n
852990,901580,n:n
852990,901590,n:n
852990,901710,n:n
852990,901720,n:n
852990,901730,n:n
852990,901780,n:n
852990,901790,n:n
852990,901811,n:n
852990,901812,n:n
852990,901813,n:n
852990,901814,n:n
852990,901819,n:n
852990,901820,n:n
852990,901831,n:n
852990,901832,n:n
852990,901839,n:n
852990,901841,n:n
852990,901849,n:n
852990,901850,n:n
852990,901890,n:n
852990,901910,n:n
852990,901920,n:n
852990,902000,n:n
852990,902110,n:n
852990,902121,n:n
852990,902129,n:n
852990,902131,n:n
852990,902139,n:n
852990,902140,n:n
852990,902150,n:n
852990,902190,n:n
852990,902212,n:n
852990,902213,n:n
852990,902214,n:n
852990,902219,n:n
852990,902221,n:n
852990,902229,n:n
852990,902230,n:n
852990,902290,n:n
852990,902300,n:n
852990,902410,n:n
852990,902480,n:n
852990,902490,n:n
852990,902511,n:n
852990,902519,n:n
852990,902580,n:n
852990,902590,n:n
852990,902610,n:n
852990,902620,n:n
852990,902680,n:n
852990,902690,n:n
852990,902710,n:n
852990,902720,n:n
852990,902730,n:n
852990,902750,n:n
852990,902780,n:n
852990,902790,n:n
852990,902810,n:n
852990,902820,n:n
852990,902830,n:n
852990,902890,n:n
852990,902910,n:n
852990,902920,n:n
852990,902990,n:n
852990,903010,n:n
852990,903020,n:n
852990,903031,n:n
852990,903032,n:n
852990,903033,n:n
852990,903039,n:n
852990,903040,n:n
852990,903082,n:n
852990,903084,n:n
852990,903089,n:n
852990,903090,n:n
852990,903110,n:n
852990,903120,n:n
852990,903141,n:n
852990,903149,n:n
852990,903180,n:n
852990,903190,n:n
852990,903210,n:n
852990,903220,n:n
852990,903281,n:n
852990,903289,n:n
852990,903290,n:n
852990,903300,n:n
852990,950300,n:n
852990,950420,n:n
852990,950430,n:n
852990,950440,n:n
852990,950450,n:n
852990,950490,n:n
852990,950510,n:n
852990,950590,n:n
852990,950611,n:n
852990,950612,n:n
852990,950619,n:n
852990,950621,n:n
852990,950629,n:n
852990,950631,n:n
852990,950632,n:n
852990,950639,n:n
852990,950640,n:n
852990,950651,n:n
852990,950659,n:n
852990,950661,n:n
852990,950662,n:n
852990,950669,n:n
852990,950670,n:n
852990,950691,n:n
852990,950699,n:n
853010,853010,n:1
853080,853080,n:1
853090,853090,n:1
853110,853110,n:1
853120,853120,n:1
853180,853180,n:1
853190,853190,n:1
853210,853210,n:1
853221,853221,n:1
853222,853222,n:1
853223,853223,n:1
853224,853224,n:1
853225,853225,n:1
853229,853229,n:1
853230,853230,n:1
853290,853290,n:1
853310,853310,n:1
853321,853321,n:1
853329,853329,n:1
853331,853331,n:1
853339,853339,n:1
853340,853340,n:1
853390,853390,n:1
853400,853400,n:1
853510,853510,n:1
853521,853521,n:1
853529,853529,n:1
853530,853530,n:1
853540,853540,n:1
853590,853590,n:1
853610,853610,n:1
853620,853620,n:1
853630,853630,n:1
853641,853641,n:1
853649,853649,n:1
853650,853650,n:1
853661,853661,n:1
853669,853669,n:1
853670,853670,n:1
853690,853690,n:1
853710,853710,n:1
853720,853720,n:1
853810,853810,n:1
853890,853890,n:1
853910,853910,n:1
853921,853921,n:1
853922,853922,n:1
853929,853929,n:1
853931,853931,n:1
853932,853932,n:1
853939,853939,n:1
853941,853941,n:1
853949,853949,n:1
853951,853990,n:n
853951,854370,n:n
853951,940510,n:n
853951,940520,n:n
853951,940530,n:n
853951,940540,n:n
853952,853950,n:1
853990,853990,n:n
853990,854390,n:n
853990,940599,n:n
854011,854011,n:1
854012,854012,n:1
854020,854020,n:1
854040,854040,n:1
854060,854060,n:1
854071,854071,n:1
854079,854079,n:1
854081,854081,n:1
854089,854089,n:1
854091,854091,n:1
854099,854099,n:1
854110,854110,n:1
854121,854121,n:1
854129,854129,n:1
854130,854130,n:1
854141,854140,n:1
854142,854140,n:1
854143,854140,n:1
854149,854140,n:1
854151,842211,n:n
854151,842219,n:n
854151,842220,n:n
854151,842230,n:n
854151,842240,n:n
854151,842290,n:n
854151,843110,n:n
854151,843120,n:n
854151,843131,n:n
854151,843139,n:n
854151,843141,n:n
854151,843142,n:n
854151,843143,n:n
854151,843149,n:n
854151,844311,n:n
854151,844312,n:n
854151,844313,n:n
854151,844314,n:n
854151,844315,n:n
854151,844316,n:n
854151,844317,n:n
854151,844319,n:n
854151,844331,n:n
854151,844332,n:n
854151,844339,n:n
854151,844391,n:n
854151,844399,n:n
854151,845011,n:n
854151,845012,n:n
854151,845019,n:n
854151,845020,n:n
854151,845090,n:n
854151,846610,n:n
854151,846620,n:n
854151,846630,n:n
854151,846691,n:n
854151,846692,n:n
854151,846693,n:n
854151,846694,n:n
854151,847321,n:n
854151,847329,n:n
854151,847330,n:n
854151,847340,n:n
854151,847350,n:n
854151,847621,n:n
854151,847629,n:n
854151,847681,n:n
854151,847689,n:n
854151,847690,n:n
854151,850410,n:n
854151,850421,n:n
854151,850422,n:n
854151,850423,n:n
854151,850431,n:n
854151,850432,n:n
854151,850433,n:n
854151,850434,n:n
854151,850440,n:n
854151,850450,n:n
854151,850490,n:n
854151,851711,n:n
854151,851712,n:n
854151,851718,n:n
854151,851761,n:n
854151,851762,n:n
854151,851769,n:n
854151,851770,n:n
854151,851810,n:n
854151,851821,n:n
854151,851822,n:n
854151,851829,n:n
854151,851830,n:n
854151,851840,n:n
854151,851850,n:n
854151,851890,n:n
854151,852210,n:n
854151,852290,n:n
854151,852910,n:n
854151,852990,n:n
854151,853010,n:n
854151,853080,n:n
854151,853090,n:n
854151,853110,n:n
854151,853120,n:n
854151,853180,n:n
854151,853190,n:n
854151,853510,n:n
854151,853521,n:n
854151,853529,n:n
854151,853530,n:n
854151,853540,n:n
854151,853590,n:n
854151,853610,n:n
854151,853620,n:n
854151,853630,n:n
854151,853641,n:n
854151,853649,n:n
854151,853650,n:n
854151,853661,n:n
854151,853669,n:n
854151,853670,n:n
854151,853690,n:n
854151,853710,n:n
854151,853720,n:n
854151,853810,n:n
854151,853890,n:n
854151,854310,n:n
854151,854320,n:n
854151,854330,n:n
854151,854370,n:n
854151,854390,n:n
854151,854810,n:n
854151,854890,n:n
854151,902511,n:n
854151,902519,n:n
854151,902580,n:n
854151,902590,n:n
854151,902610,n:n
854151,902620,n:n
854151,902680,n:n
854151,902690,n:n
854151,903010,n:n
854151,903020,n:n
854151,903031,n:n
854151,903032,n:n
854151,903033,n:n
854151,903039,n:n
854151,903040,n:n
854151,903082,n:n
854151,903084,n:n
854151,903089,n:n
854151,903090,n:n
854151,903110,n:n
854151,903120,n:n
854151,903141,n:n
854151,903149,n:n
854151,903180,n:n
854151,903190,n:n
854151,903210,n:n
854151,903220,n:n
854151,903281,n:n
854151,903289,n:n
854151,903290,n:n
854151,903300,n:n
854151,930510,n:n
854151,930520,n:n
854151,930591,n:n
854151,930599,n:n
854151,930621,n:n
854151,930629,n:n
854151,930630,n:n
854151,930690,n:n
854151,950420,n:n
854151,950430,n:n
854151,950440,n:n
854151,950450,n:n
854151,950490,n:n
854159,842211,n:n
854159,842219,n:n
854159,842220,n:n
854159,842230,n:n
854159,842240,n:n
854159,842290,n:n
854159,843110,n:n
854159,843120,n:n
854159,843131,n:n
854159,843139,n:n
854159,843141,n:n
854159,843142,n:n
854159,843143,n:n
854159,843149,n:n
854159,844311,n:n
854159,844312,n:n
854159,844313,n:n
854159,844314,n:n
854159,844315,n:n
854159,844316,n:n
854159,844317,n:n
854159,844319,n:n
854159,844331,n:n
854159,844332,n:n
854159,844339,n:n
854159,844391,n:n
854159,844399,n:n
854159,845011,n:n
854159,845012,n:n
854159,845019,n:n
854159,845020,n:n
854159,845090,n:n
854159,846610,n:n
854159,846620,n:n
854159,846630,n:n
854159,846691,n:n
854159,846692,n:n
854159,846693,n:n
854159,846694,n:n
854159,847321,n:n
854159,847329,n:n
854159,847330,n:n
854159,847340,n:n
854159,847350,n:n
854159,847621,n:n
854159,847629,n:n
854159,847681,n:n
854159,847689,n:n
854159,847690,n:n
854159,850410,n:n
854159,850421,n:n
854159,850422,n:n
854159,850423,n:n
854159,850431,n:n
854159,850432,n:n
854159,850433,n:n
854159,850434,n:n
854159,850440,n:n
854159,850450,n:n
854159,850490,n:n
854159,851711,n:n
854159,851712,n:n
854159,851718,n:n
854159,851761,n:n
854159,851762,n:n
854159,851769,n:n
854159,851770,n:n
854159,851810,n:n
854159,851821,n:n
854159,851822,n:n
854159,851829,n:n
854159,851830,n:n
854159,851840,n:n
854159,851850,n:n
854159,851890,n:n
854159,852210,n:n
854159,852290,n:n
854159,852910,n:n
854159,852990,n:n
854159,853010,n:n
854159,853080,n:n
854159,853090,n:n
854159,853110,n:n
854159,853120,n:n
854159,853180,n:n
854159,853190,n:n
854159,853510,n:n
854159,853521,n:n
854159,853529,n:n
854159,853530,n:n
854159,853540,n:n
854159,853590,n:n
854159,853610,n:n
854159,853620,n:n
854159,853630,n:n
854159,853641,n:n
854159,853649,n:n
854159,853650,n:n
854159,853661,n:n
854159,853669,n:n
854159,853670,n:n
854159,853690,n:n
854159,853710,n:n
854159,853720,n:n
854159,853810,n:n
854159,853890,n:n
854159,854310,n:n
854159,854320,n:n
854159,854330,n:n
854159,854370,n:n
854159,854390,n:n
854159,854810,n:n
854159,854890,n:n
854159,902511,n:n
854159,902519,n:n
854159,902580,n:n
854159,902590,n:n
854159,902610,n:n
854159,902620,n:n
854159,902680,n:n
854159,902690,n:n
854159,903010,n:n
854159,903020,n:n
854159,903031,n:n
854159,903032,n:n
854159,903033,n:n
854159,903039,n:n
854159,903040,n:n
854159,903082,n:n
854159,903084,n:n
854159,903089,n:n
854159,903090,n:n
854159,903110,n:n
854159,903120,n:n
854159,903141,n:n
854159,903149,n:n
854159,903180,n:n
854159,903190,n:n
854159,903210,n:n
854159,903220,n:n
854159,903281,n:n
854159,903289,n:n
854159,903290,n:n
854159,903300,n:n
854159,930510,n:n
854159,930520,n:n
854159,930591,n:n
854159,930599,n:n
854159,930621,n:n
854159,930629,n:n
854159,930630,n:n
854159,930690,n:n
854159,950420,n:n
854159,950430,n:n
854159,950440,n:n
854159,950450,n:n
854159,950490,n:n
854160,854160,n:1
854190,854190,n:1
854231,854231,n:1
854232,854232,n:1
854233,854233,n:1
854239,854239,n:1
854290,854290,n:1
854310,854310,n:1
854320,854320,n:1
854330,854330,n:1
854340,854370,n:1
854370,854370,n:1
854390,854390,n:1
854411,854411,n:1
854419,854419,n:1
854420,854420,n:1
854430,854430,n:1
854442,854442,n:1
854449,854449,n:1
854460,854460,n:1
854470,854470,n:1
854511,854511,n:1
854519,854519,n:1
854520,854520,n:1
854590,854590,n:1
854610,854610,n:1
854620,854620,n:1
854690,854690,n:1
854710,854710,n:1
854720,854720,n:1
854790,854790,n:1
854800,854890,n:1
854911,854810,n:1
854912,854810,n:1
854913,854810,n:1
854914,854810,n:1
854919,854810,n:1
854921,382510,n:n
854921,382520,n:n
854921,382530,n:n
854921,382541,n:n
854921,382549,n:n
854921,382550,n:n
854921,382561,n:n
854921,382569,n:n
854921,382590,n:n
854921,700100,n:n
854921,711230,n:n
854921,711291,n:n
854921,711292,n:n
854921,711299,n:n
854921,840110,n:n
854921,840120,n:n
854921,840130,n:n
854921,840140,n:n
854921,840211,n:n
854921,840212,n:n
854921,840219,n:n
854921,840220,n:n
854921,840290,n:n
854921,840310,n:n
854921,840390,n:n
854921,840410,n:n
854921,840420,n:n
854921,840490,n:n
854921,840510,n:n
854921,840590,n:n
854921,840610,n:n
854921,840681,n:n
854921,840682,n:n
854921,840690,n:n
854921,840710,n:n
854921,840721,n:n
854921,840729,n:n
854921,840731,n:n
854921,840732,n:n
854921,840733,n:n
854921,840734,n:n
854921,840790,n:n
854921,840810,n:n
854921,840820,n:n
854921,840890,n:n
854921,840910,n:n
854921,840991,n:n
854921,840999,n:n
854921,841011,n:n
854921,841012,n:n
854921,841013,n:n
854921,841090,n:n
854921,841111,n:n
854921,841112,n:n
854921,841121,n:n
854921,841122,n:n
854921,841181,n:n
854921,841182,n:n
854921,841191,n:n
854921,841199,n:n
854921,841210,n:n
854921,841221,n:n
854921,841229,n:n
854921,841231,n:n
854921,841239,n:n
854921,841280,n:n
854921,841290,n:n
854921,841311,n:n
854921,841319,n:n
854921,841320,n:n
854921,841330,n:n
854921,841340,n:n
854921,841350,n:n
854921,841360,n:n
854921,841370,n:n
854921,841381,n:n
854921,841382,n:n
854921,841391,n:n
854921,841392,n:n
854921,841410,n:n
854921,841420,n:n
854921,841430,n:n
854921,841440,n:n
854921,841451,n:n
854921,841459,n:n
854921,841460,n:n
854921,841480,n:n
854921,841490,n:n
854921,841510,n:n
854921,841520,n:n
854921,841581,n:n
854921,841582,n:n
854921,841583,n:n
854921,841590,n:n
854921,841610,n:n
854921,841620,n:n
854921,841630,n:n
854921,841690,n:n
854921,841710,n:n
854921,841720,n:n
854921,841780,n:n
854921,841790,n:n
854921,841810,n:n
854921,841821,n:n
854921,841829,n:n
854921,841830,n:n
854921,841840,n:n
854921,841850,n:n
854921,841861,n:n
854921,841869,n:n
854921,841891,n:n
854921,841899,n:n
854921,841911,n:n
854921,841919,n:n
854921,841920,n:n
854921,841931,n:n
854921,841932,n:n
854921,841939,n:n
854921,841940,n:n
854921,841950,n:n
854921,841960,n:n
854921,841981,n:n
854921,841989,n:n
854921,841990,n:n
854921,842010,n:n
854921,842091,n:n
854921,842099,n:n
854921,842111,n:n
854921,842112,n:n
854921,842119,n:n
854921,842121,n:n
854921,842122,n:n
854921,842123,n:n
854921,842129,n:n
854921,842131,n:n
854921,842139,n:n
854921,842191,n:n
854921,842199,n:n
854921,842211,n:n
854921,842219,n:n
854921,842220,n:n
854921,842230,n:n
854921,842240,n:n
854921,842290,n:n
854921,842310,n:n
854921,842320,n:n
854921,842330,n:n
854921,842381,n:n
854921,842382,n:n
854921,842389,n:n
854921,842390,n:n
854921,842410,n:n
854921,842420,n:n
854921,842430,n:n
854921,842441,n:n
854921,842449,n:n
854921,842482,n:n
854921,842489,n:n
854921,842490,n:n
854921,842511,n:n
854921,842519,n:n
854921,842531,n:n
854921,842539,n:n
854921,842541,n:n
854921,842542,n:n
854921,842549,n:n
854921,842611,n:n
854921,842612,n:n
854921,842619,n:n
854921,842620,n:n
854921,842630,n:n
854921,842641,n:n
854921,842649,n:n
854921,842691,n:n
854921,842699,n:n
854921,842710,n:n
854921,842720,n:n
854921,842790,n:n
854921,842810,n:n
854921,842820,n:n
854921,842831,n:n
854921,842832,n:n
854921,842833,n:n
854921,842839,n:n
854921,842840,n:n
854921,842860,n:n
854921,842890,n:n
854921,842911,n:n
854921,842919,n:n
854921,842920,n:n
854921,842930,n:n
854921,842940,n:n
854921,842951,n:n
854921,842952,n:n
854921,842959,n:n
854921,843010,n:n
854921,843020,n:n
854921,843031,n:n
854921,843039,n:n
854921,843041,n:n
854921,843049,n:n
854921,843050,n:n
854921,843061,n:n
854921,843069,n:n
854921,843110,n:n
854921,843120,n:n
854921,843131,n:n
854921,843139,n:n
854921,843141,n:n
854921,843142,n:n
854921,843143,n:n
854921,843149,n:n
854921,843210,n:n
854921,843221,n:n
854921,843229,n:n
854921,843231,n:n
854921,843239,n:n
854921,843241,n:n
854921,843242,n:n
854921,843280,n:n
854921,843290,n:n
854921,843311,n:n
854921,843319,n:n
854921,843320,n:n
854921,843330,n:n
854921,843340,n:n
854921,843351,n:n
854921,843352,n:n
854921,843353,n:n
854921,843359,n:n
854921,843360,n:n
854921,843390,n:n
854921,843410,n:n
854921,843420,n:n
854921,843490,n:n
854921,843510,n:n
854921,843590,n:n
854921,843610,n:n
854921,843621,n:n
854921,843629,n:n
854921,843680,n:n
854921,843691,n:n
854921,843699,n:n
854921,843710,n:n
854921,843780,n:n
854921,843790,n:n
854921,843810,n:n
854921,843820,n:n
854921,843830,n:n
854921,843840,n:n
854921,843850,n:n
854921,843860,n:n
854921,843880,n:n
854921,843890,n:n
854921,843910,n:n
854921,843920,n:n
854921,843930,n:n
854921,843991,n:n
854921,843999,n:n
854921,844010,n:n
854921,844090,n:n
854921,844110,n:n
854921,844120,n:n
854921,844130,n:n
854921,844140,n:n
854921,844180,n:n
854921,844190,n:n
854921,844230,n:n
854921,844240,n:n
854921,844250,n:n
854921,844311,n:n
854921,844312,n:n
854921,844313,n:n
854921,844314,n:n
854921,844315,n:n
854921,844316,n:n
854921,844317,n:n
854921,844319,n:n
854921,844331,n:n
854921,844332,n:n
854921,844339,n:n
854921,844391,n:n
854921,844399,n:n
854921,844400,n:n
854921,844511,n:n
854921,844512,n:n
854921,844513,n:n
854921,844519,n:n
854921,844520,n:n
854921,844530,n:n
854921,844540,n:n
854921,844590,n:n
854921,844610,n:n
854921,844621,n:n
854921,844629,n:n
854921,844630,n:n
854921,844711,n:n
854921,844712,n:n
854921,844720,n:n
854921,844790,n:n
854921,844811,n:n
854921,844819,n:n
854921,844820,n:n
854921,844831,n:n
854921,844832,n:n
854921,844833,n:n
854921,844839,n:n
854921,844842,n:n
854921,844849,n:n
854921,844851,n:n
854921,844859,n:n
854921,844900,n:n
854921,845011,n:n
854921,845012,n:n
854921,845019,n:n
854921,845020,n:n
854921,845090,n:n
854921,845110,n:n
854921,845121,n:n
854921,845129,n:n
854921,845130,n:n
854921,845140,n:n
854921,845150,n:n
854921,845180,n:n
854921,845190,n:n
854921,845210,n:n
854921,845221,n:n
854921,845229,n:n
854921,845230,n:n
854921,845290,n:n
854921,845310,n:n
854921,845320,n:n
854921,845380,n:n
854921,845390,n:n
854921,845410,n:n
854921,845420,n:n
854921,845430,n:n
854921,845490,n:n
854921,845510,n:n
854921,845521,n:n
854921,845522,n:n
854921,845530,n:n
854921,845590,n:n
854921,845611,n:n
854921,845612,n:n
854921,845620,n:n
854921,845630,n:n
854921,845640,n:n
854921,845650,n:n
854921,845690,n:n
854921,845710,n:n
854921,845720,n:n
854921,845730,n:n
854921,845811,n:n
854921,845819,n:n
854921,845891,n:n
854921,845899,n:n
854921,845910,n:n
854921,845921,n:n
854921,845929,n:n
854921,845931,n:n
854921,845939,n:n
854921,845941,n:n
854921,845949,n:n
854921,845951,n:n
854921,845959,n:n
854921,845961,n:n
854921,845969,n:n
854921,845970,n:n
854921,846012,n:n
854921,846019,n:n
854921,846022,n:n
854921,846023,n:n
854921,846024,n:n
854921,846029,n:n
854921,846031,n:n
854921,846039,n:n
854921,846040,n:n
854921,846090,n:n
854921,846120,n:n
854921,846130,n:n
854921,846140,n:n
854921,846150,n:n
854921,846190,n:n
854921,846210,n:n
854921,846221,n:n
854921,846229,n:n
854921,846231,n:n
854921,846239,n:n
854921,846241,n:n
854921,846249,n:n
854921,846291,n:n
854921,846299,n:n
854921,846310,n:n
854921,846320,n:n
854921,846330,n:n
854921,846390,n:n
854921,846410,n:n
854921,846420,n:n
854921,846490,n:n
854921,846510,n:n
854921,846520,n:n
854921,846591,n:n
854921,846592,n:n
854921,846593,n:n
854921,846594,n:n
854921,846595,n:n
854921,846596,n:n
854921,846599,n:n
854921,846610,n:n
854921,846620,n:n
854921,846630,n:n
854921,846691,n:n
854921,846692,n:n
854921,846693,n:n
854921,846694,n:n
854921,846711,n:n
854921,846719,n:n
854921,846721,n:n
854921,846722,n:n
854921,846729,n:n
854921,846781,n:n
854921,846789,n:n
854921,846791,n:n
854921,846792,n:n
854921,846799,n:n
854921,846810,n:n
854921,846820,n:n
854921,846880,n:n
854921,846890,n:n
854921,847010,n:n
854921,847021,n:n
854921,847029,n:n
854921,847030,n:n
854921,847050,n:n
854921,847090,n:n
854921,847130,n:n
854921,847141,n:n
854921,847149,n:n
854921,847150,n:n
854921,847160,n:n
854921,847170,n:n
854921,847180,n:n
854921,847190,n:n
854921,847210,n:n
854921,847230,n:n
854921,847290,n:n
854921,847321,n:n
854921,847329,n:n
854921,847330,n:n
854921,847340,n:n
854921,847350,n:n
854921,847410,n:n
854921,847420,n:n
854921,847431,n:n
854921,847432,n:n
854921,847439,n:n
854921,847480,n:n
854921,847490,n:n
854921,847510,n:n
854921,847521,n:n
854921,847529,n:n
854921,847590,n:n
854921,847621,n:n
854921,847629,n:n
854921,847681,n:n
854921,847689,n:n
854921,847690,n:n
854921,847710,n:n
854921,847720,n:n
854921,847730,n:n
854921,847740,n:n
854921,847751,n:n
854921,847759,n:n
854921,847780,n:n
854921,847790,n:n
854921,847810,n:n
854921,847890,n:n
854921,847910,n:n
854921,847920,n:n
854921,847930,n:n
854921,847940,n:n
854921,847950,n:n
854921,847960,n:n
854921,847971,n:n
854921,847979,n:n
854921,847981,n:n
854921,847982,n:n
854921,847989,n:n
854921,847990,n:n
854921,848010,n:n
854921,848020,n:n
854921,848030,n:n
854921,848041,n:n
854921,848049,n:n
854921,848050,n:n
854921,848060,n:n
854921,848071,n:n
854921,848079,n:n
854921,848110,n:n
854921,848120,n:n
854921,848130,n:n
854921,848140,n:n
854921,848180,n:n
854921,848190,n:n
854921,848210,n:n
854921,848220,n:n
854921,848230,n:n
854921,848240,n:n
854921,848250,n:n
854921,848280,n:n
854921,848291,n:n
854921,848299,n:n
854921,848310,n:n
854921,848320,n:n
854921,848330,n:n
854921,848340,n:n
854921,848350,n:n
854921,848360,n:n
854921,848390,n:n
854921,848410,n:n
854921,848420,n:n
854921,848490,n:n
854921,848610,n:n
854921,848620,n:n
854921,848630,n:n
854921,848640,n:n
854921,848690,n:n
854921,848710,n:n
854921,848790,n:n
854921,850110,n:n
854921,850120,n:n
854921,850131,n:n
854921,850132,n:n
854921,850133,n:n
854921,850134,n:n
854921,850140,n:n
854921,850151,n:n
854921,850152,n:n
854921,850153,n:n
854921,850161,n:n
854921,850162,n:n
854921,850163,n:n
854921,850164,n:n
854921,850211,n:n
854921,850212,n:n
854921,850213,n:n
854921,850220,n:n
854921,850231,n:n
854921,850239,n:n
854921,850240,n:n
854921,850300,n:n
854921,850410,n:n
854921,850421,n:n
854921,850422,n:n
854921,850423,n:n
854921,850431,n:n
854921,850432,n:n
854921,850433,n:n
854921,850434,n:n
854921,850440,n:n
854921,850450,n:n
854921,850490,n:n
854921,850511,n:n
854921,850519,n:n
854921,850520,n:n
854921,850590,n:n
854921,850610,n:n
854921,850630,n:n
854921,850640,n:n
854921,850650,n:n
854921,850660,n:n
854921,850680,n:n
854921,850690,n:n
854921,850710,n:n
854921,850720,n:n
854921,850730,n:n
854921,850740,n:n
854921,850750,n:n
854921,850760,n:n
854921,850780,n:n
854921,850790,n:n
854921,850811,n:n
854921,850819,n:n
854921,850860,n:n
854921,850870,n:n
854921,850940,n:n
854921,850980,n:n
854921,850990,n:n
854921,851010,n:n
854921,851020,n:n
854921,851030,n:n
854921,851090,n:n
854921,851110,n:n
854921,851120,n:n
854921,851130,n:n
854921,851140,n:n
854921,851150,n:n
854921,851180,n:n
854921,851190,n:n
854921,851210,n:n
854921,851220,n:n
854921,851230,n:n
854921,851240,n:n
854921,851290,n:n
854921,851310,n:n
854921,851390,n:n
854921,851410,n:n
854921,851420,n:n
854921,851430,n:n
854921,851440,n:n
854921,851490,n:n
854921,851511,n:n
854921,851519,n:n
854921,851521,n:n
854921,851529,n:n
854921,851531,n:n
854921,851539,n:n
854921,851580,n:n
854921,851590,n:n
854921,851610,n:n
854921,851621,n:n
854921,851629,n:n
854921,851631,n:n
854921,851632,n:n
854921,851633,n:n
854921,851640,n:n
854921,851650,n:n
854921,851660,n:n
854921,851671,n:n
854921,851672,n:n
854921,851679,n:n
854921,851680,n:n
854921,851690,n:n
854921,851711,n:n
854921,851712,n:n
854921,851718,n:n
854921,851761,n:n
854921,851762,n:n
854921,851769,n:n
854921,851770,n:n
854921,851810,n:n
854921,851821,n:n
854921,851822,n:n
854921,851829,n:n
854921,851830,n:n
854921,851840,n:n
854921,851850,n:n
854921,851890,n:n
854921,851920,n:n
854921,851930,n:n
854921,851950,n:n
854921,851981,n:n
854921,851989,n:n
854921,852110,n:n
854921,852190,n:n
854921,852210,n:n
854921,852290,n:n
854921,852321,n:n
854921,852329,n:n
854921,852341,n:n
854921,852349,n:n
854921,852351,n:n
854921,852352,n:n
854921,852359,n:n
854921,852380,n:n
854921,852550,n:n
854921,852560,n:n
854921,852580,n:n
854921,852610,n:n
854921,852691,n:n
854921,852692,n:n
854921,852712,n:n
854921,852713,n:n
854921,852719,n:n
854921,852721,n:n
854921,852729,n:n
854921,852791,n:n
854921,852792,n:n
854921,852799,n:n
854921,852842,n:n
854921,852849,n:n
854921,852852,n:n
854921,852859,n:n
854921,852862,n:n
854921,852869,n:n
854921,852871,n:n
854921,852872,n:n
854921,852873,n:n
854921,852910,n:n
854921,852990,n:n
854921,853010,n:n
854921,853080,n:n
854921,853090,n:n
854921,853110,n:n
854921,853120,n:n
854921,853180,n:n
854921,853190,n:n
854921,853210,n:n
854921,853221,n:n
854921,853222,n:n
854921,853223,n:n
854921,853224,n:n
854921,853225,n:n
854921,853229,n:n
854921,853230,n:n
854921,853290,n:n
854921,853310,n:n
854921,853321,n:n
854921,853329,n:n
854921,853331,n:n
854921,853339,n:n
854921,853340,n:n
